id,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
2138,2016,4,7,0,0,8.46,70.92,1013.7,1.3,0,87.5,0.21,0.25,87.5,0,3406.92,15.57,274.04,20.55,276.94,32.04,287.76,25.25,10.78,6.3,87,58,1015.6,1012.1,100,0,3,0,2,0,100,0,22.68,8.56,25.92,14.69,59.23,15.28,35.64,14.76,TRUE
2140,2016,4,9,0,0,9.73,67.92,1007.46,0,0,91.58,1.75,29.04,91.58,117.45,4514.97,7.78,306.22,9.7,302.2,12.9,192.6,12.38,12.29,6.17,84,54,1009.1,1005.9,100,1,22,0,100,0,100,1,13.66,3.1,18.95,2.1,26.28,3.05,22.32,6.48,FALSE
2142,2016,4,11,0,0,12.49,67.25,1010.33,0.1,0,7.67,2.92,6.38,0.83,640.19,6099.17,7.9,163.37,11.58,158.83,9.9,160.94,11.64,18.59,5.76,86,49,1011.7,1008.8,78,0,19,0,78,0,10,0,11.75,2.55,24.34,2.04,32.06,2.55,20.16,2.88,TRUE
2144,2016,4,13,0,0,11.81,78.17,1008.76,7.3,0,91.62,0,81.58,84.46,102.13,2548.96,12.89,226.87,16.73,237.49,28.64,240.53,21.51,14.03,9.38,94,66,1011.4,1006.4,100,1,0,0,100,0,100,0,22.46,1.44,27.55,1.14,50.29,7.9,31.32,4.32,TRUE
2146,2016,4,15,0,0,12.05,72.79,1009.16,2.6,0,93.17,48.25,88.08,71.67,37.66,3185.31,12.91,200.28,16.76,214.97,36.19,246.57,27.99,15.99,7.97,93,54,1011.8,1006.9,100,33,100,0,100,33,100,8,24.93,4.1,32.56,4.39,66.35,10.31,37.08,18.36,TRUE
2148,2016,4,17,0,0,10.57,81.42,1007.94,7.9,0,96.33,9.08,85.62,85.38,52.34,2885.38,18.3,262.06,23.94,268.94,39.98,241.77,31.99,14.84,6.05,93,63,1015.1,1001.3,100,12,100,0,100,0,100,12,34.41,5.99,45.87,6.99,94.56,12.68,60.84,9.36,TRUE
2150,2016,4,19,0,0,9.49,65.5,1026.07,0,0,0,0,0,0,776.03,6869.02,5.98,200.5,7.48,201.69,11.7,52.23,8.93,15.31,4.6,90,47,1027.8,1024.1,0,0,0,0,0,0,0,0,13.68,1.08,24.45,0.8,29.38,1.84,25.56,0.72,FALSE
2152,2016,4,21,0,0,13.2,66.42,1021.6,0,0,46.01,47.21,44.58,0,401.42,6456.06,9.44,216.56,13.98,215.36,16.76,189.8,14.05,20.69,4.28,88,43,1024.8,1017.3,100,0,100,0,100,0,0,0,16.06,4.35,21.66,3.96,32.6,5,25.2,8.64,TRUE
2154,2016,4,23,0,0,10.87,88.21,1009.85,8.2,0,100,37.29,99.83,90.62,0,2288.19,11.65,298.09,16.46,291.97,21.67,158.68,16.11,14.47,6.13,96,79,1014.3,1006.9,100,100,100,0,100,96,100,1,30.25,0.72,38.52,0.8,51.27,3.98,37.08,3.24,TRUE
2158,2016,4,27,0,0,4.61,68.75,1011.79,1.2,0,53.12,0,17.83,47.58,501.06,5956.77,25.89,261.81,31.14,264.51,41.24,275.61,32.08,8.08,1.34,89,49,1015.5,1006.8,100,0,0,0,100,0,100,0,40.19,14.28,45.05,17.87,52.35,24.88,43.56,20.88,TRUE
2160,2016,4,29,0,0,10.19,59.25,1017.11,0,0,44.88,2.75,2.83,44.88,444.26,6144.56,3.28,233.45,4.28,259.67,5.89,272.11,9.73,14.9,4.53,76,48,1018.3,1015.5,100,0,25,0,26,0,100,0,5.63,0.36,9.66,0.8,11.17,1.84,20.88,1.8,TRUE
2162,2016,5,1,0,0,8.09,87.79,1017.73,11.9,0,100,15.79,72.88,100,0,1989.15,17.16,259.66,21.81,250.23,39.19,91.65,21.13,12.41,4.87,95,76,1021.3,1014.8,100,100,84,0,100,0,100,100,23.73,3.76,30.4,5.8,62.79,21.39,31.32,9.36,TRUE
2164,2016,5,3,0,0,12.23,71,1022.42,3.8,0,62.04,0.25,0.79,62.04,401.85,3291.22,10.23,275.66,12.16,288.21,18.07,308.8,13.45,15.15,9.39,80,60,1027,1020.4,100,0,6,0,10,0,100,0,20.67,2.55,24.12,2.41,35.5,1.8,22.68,3.24,FALSE
2166,2016,5,5,0,0,12.03,59.17,1020.27,0,0,0.83,0,0,0.83,932.65,7645.99,17.11,102.64,24.27,98.99,43.7,104.76,24.89,19.64,2.34,82,39,1025.3,1015.2,20,0,0,0,0,0,20,0,27.78,3.08,32.86,1.48,61.02,23.69,37.44,13.32,FALSE
2168,2016,5,7,0,0,17.14,58.5,1011.3,0,0,1.37,3.17,0,0.42,933.11,7490.24,6.3,146.55,7.98,139.31,12.7,155.77,9.47,22.78,11.38,88,35,1013.3,1008.9,10,0,25,0,0,0,10,0,9.75,1.44,17.88,0.8,27.48,2.41,18.36,2.52,FALSE
2170,2016,5,9,0,0,16.57,67.04,1011.48,0,0,58.92,34.79,58.04,41.62,349.4,6284.29,7.44,106.65,13.52,110.21,13.68,179.26,9.9,22.73,9.76,84,52,1013,1009.9,100,0,100,0,100,0,100,0,14.04,1.61,32.71,1.3,32.77,3.6,16.56,3.24,TRUE
2172,2016,5,11,0,0,15.03,79.42,1004.39,0.7,0,81.91,74.25,78.46,65.33,55.34,4196.35,5.3,183.17,8.8,191.7,15.32,162.76,9.76,19.92,11.05,94,70,1007.8,1000.3,100,12,100,2,100,0,100,0,12.56,0,24.58,0.36,33.49,1.08,20.52,4.32,TRUE
2174,2016,5,13,0,0,13.72,86.29,999.77,21,0,100,47.17,90.33,100,0,1745.29,18.73,288.52,24.79,292.39,40.88,269.73,23.46,15.56,11.91,91,82,1003.7,997.6,100,100,100,0,100,4,100,100,25.56,5.45,34.07,7.9,68.07,23.78,34.2,12.6,TRUE
2176,2016,5,15,0,0,8.84,68.08,1019.68,0,0,39.79,0.08,0,39.79,685.88,7495.58,11.81,326.84,13.97,331.13,17.93,329.7,16.12,12.33,5.23,85,51,1022.2,1016,100,0,2,0,0,0,100,0,14.39,5.6,20.32,7.9,32.4,12.6,23.76,9.36,TRUE
2178,2016,5,17,0,0,11.89,72.5,1018.64,1.8,0,54.96,3.25,0,54.96,355.35,6471.19,7.62,223.64,9.22,241.39,12.94,276.06,10.32,16.58,6.76,92,50,1020.3,1016.6,100,0,20,0,0,0,100,0,13.72,0.51,14.56,1.08,19.96,5.8,16.56,2.16,TRUE
2180,2016,5,19,0,0,11.51,75.92,1012.36,12.5,0,79.88,24.79,70.12,58.92,224.04,4923.48,16.79,268.61,20.97,270.39,32.34,275.92,22.02,13.33,9.02,92,63,1019.3,1007.9,100,10,100,0,100,0,100,0,23.31,4.69,27.68,7.49,50.4,19.77,33.12,13.32,FALSE
2182,2016,5,21,0,0,18.29,66.79,1016.49,0,0,25.64,38.25,21.58,0,623.35,7682.48,6.05,106.18,7.44,109.49,9.11,172.93,8.55,24.32,11.72,87,49,1019.4,1013,100,3.3,100,11,100,0,0,0,10.95,3.22,20.95,2.04,26.44,2.97,21.24,1.44,TRUE
2184,2016,5,23,0,0,10.62,83.96,1013.07,21.7,0,100,3.83,99.75,98.54,0,2251.7,21.54,260.54,27.24,262,42.23,287.31,27.76,13.76,9.2,92,70,1014.7,1011,100,100,67,0,100,94,100,67,25.98,15.27,32.17,20.42,55.07,30.19,37.08,19.8,TRUE
2188,2016,5,27,0,0,20.52,69.42,1012.58,0,0,35.84,49.67,31.71,2.08,432.04,7617.51,6.44,204.54,9.62,176.55,9.67,224.44,10.41,25.49,15.27,90,44,1013.4,1011.2,100,0,100,0,100,0,10,0,13.4,1.44,23.05,3.08,20.38,1.61,19.8,2.52,TRUE
2192,2016,5,31,0,0,15.24,73.71,1008.05,6.1,0,93.96,48.17,77.42,85.12,84.89,3131.02,13.75,247.52,19.08,251.73,30.73,231.08,24.57,18.62,12.82,89,57,1011.9,1005.7,100,11,100,0,100,0,100,10,27.11,3.67,35.65,4.02,64.12,2.19,39.96,5.4,TRUE
2200,2016,6,8,0,0,17.17,81.04,1018.85,8.9,0,76.88,26.62,66.92,59.29,88.03,3097.2,10.87,259.53,14.21,275.61,12.41,268.76,14.77,19.67,14.11,93,70,1021.1,1017.4,100,4.2,100,7,100,0,100,0,15.54,5.9,19.13,8.28,23.22,5.15,19.8,7.56,TRUE
2202,2016,6,10,0,0,18.33,66.75,1010.72,0,0,30.26,34.79,27.12,5.62,597.01,7605.05,4.75,154.58,5.58,174.3,7.84,117.81,5.85,23.67,11.9,88,47,1014.2,1007.6,100,0,100,0,100,0,100,0,7.77,1.94,12.73,1.44,13.83,4.1,10.8,0.36,TRUE
2206,2016,6,14,0,0,14.96,78.71,1001.69,3.8,0,92.54,27.17,70.25,75.12,70.85,5005.36,13.89,224.77,17.95,233.27,30.81,261.74,20.85,17.45,12.28,94,64,1003.3,999.7,100,14,100,0,100,0,100,0,34.11,2.81,40.81,2.97,58.72,10.14,42.84,9,TRUE
2208,2016,6,16,0,0,14.77,84.46,1000.77,7,0,96.58,58.21,92.67,86,0,4328.96,10.29,184.87,14.12,187.75,19.56,196.36,17.1,17.29,11.63,97,71,1003.2,997.3,100,39,100,0,100,10,100,3,24.03,1.44,27.69,4.45,44.28,3.62,36,5.76,TRUE
2212,2016,6,20,0,0,15.92,73.25,1020.72,0,0,51.57,32.29,31.38,35.08,421.47,7527.62,4.53,217.45,6.49,225.11,10.4,174.9,8.07,22.26,9.43,97,52,1023.5,1017.8,100,0,100,0,100,0,100,0,13.85,0.36,17.71,0.36,26.69,2.74,16.56,1.8,TRUE
2214,2016,6,22,0,0,22.09,75.5,1020.57,0,0,11.38,0,0,11.38,942.14,8154.18,7.59,89.78,9.61,82.84,10.02,140.56,8.86,28.97,13.72,96,54,1022.3,1018.6,100,0,0,0,0,0,100,0,14.59,1.3,15.48,2.31,25.2,1.02,16.56,6.12,FALSE
2216,2016,6,24,0,0,26.12,65.12,1014.91,1.1,0,13.25,1.38,7.79,9.42,788.77,6690.13,8.83,261.26,10.71,251.17,19.4,206.14,11.21,30.96,21.73,89,45,1016.3,1013.3,82,0,33,0,82,0,74,0,22.55,1.3,31.63,0.36,36.62,5.99,23.76,5.76,TRUE
2220,2016,6,28,0,0,18.61,72.42,1016.88,0,0,47.08,9.79,44.71,18.62,428.89,6522.81,7.01,255.83,7.29,270.53,13.31,274.1,11.84,23.1,13.03,85,59,1019.7,1014.1,100,0,43,0,100,0,100,0,13.66,1.08,14.12,1.8,17.06,8.53,24.12,5.4,TRUE
2222,2016,6,30,0,0,19.85,75.46,1013.28,5.9,0,45.02,25.5,40.42,30,432.53,3671.25,4.76,209.83,5.23,226.25,19.08,241.69,11.61,21.34,17.62,84,69,1015.5,1011.3,100,0,100,0,100,0,100,0,7.41,1.14,8.12,0.72,36.17,6.49,20.52,2.52,TRUE
2224,2016,7,2,0,0,19.01,73.75,1015.42,4.4,0,65.75,30.38,52.42,50.79,126.61,4247.97,11.9,251.1,15.11,272.85,25.84,270.35,20.76,20.55,15.71,85,64,1019.8,1012.9,100,0,100,0,100,0,100,0,23.47,1.84,28.24,3.62,45.72,12.62,34.92,6.48,FALSE
2226,2016,7,4,0,0,19.14,69,1018.2,0,0,3,1.67,0,2.5,912.64,8004.66,5.4,214.34,5.81,232.99,8.54,280.9,8.1,24.69,12.81,88,53,1020,1016.2,10,0,11,0,0,0,10,0,11.99,1.53,12.5,1.08,13.04,4.9,14.76,1.44,FALSE
2228,2016,7,6,0,0,19.56,64.25,1017.86,0,0,29.97,19.67,12.25,19.38,584.8,7448.41,9.11,304.3,11.83,321.66,16.27,311.76,13.56,23.5,15.59,80,48,1018.9,1016.7,100,0,100,0,100,0,100,0,16.98,4.33,18.12,6.88,21.46,12.3,20.16,9.36,FALSE
2230,2016,7,8,0,0,22.64,64.38,1015.98,0.8,0,17.86,19.92,5.71,9.42,736.24,7749.23,9.75,227.91,11.96,237.83,21.04,245.17,15.87,28.5,15.98,89,46,1017.2,1014.5,100,0,100,0,42,0,100,0,19.59,1.44,24.14,1.48,30.72,10.14,28.08,3.6,TRUE
2232,2016,7,10,0,0,24.82,64.04,1012.29,0,0,5.15,3.38,4.58,0.42,878.39,7938.8,6.82,185.44,9.85,188.2,12.75,189.08,13.23,31.44,16.61,90,41,1016.1,1009.3,100,0,31,0,100,0,10,0,13.66,1.8,15.86,2.55,28.41,5.05,20.52,3.6,TRUE
2234,2016,7,12,0,0,18.79,88.67,1012.09,14.1,0,92,53.79,82.75,91.67,26.69,1187.26,5.64,232.85,8.29,230.85,15.29,227.58,9.64,20.44,15.99,95,79,1014.1,1009.7,100,2,100,0,100,0,100,2,12.64,1.08,16.39,3.05,32.54,3.22,18.72,2.16,TRUE
2236,2016,7,14,0,0,12.77,78.17,1018.78,8.1,0,83.62,0,36.33,83.38,156.61,3287.66,13.86,282.33,17.38,286,22.46,302.24,17.28,14.33,10.85,87,68,1022.2,1016.6,100,0,0,0,100,0,100,0,18.29,5.76,23.98,8.77,40.42,13.68,26.28,8.64,TRUE
2238,2016,7,16,0,0,16.92,64.25,1023.6,0,0,9.45,4.21,0,8.21,752.01,7829.33,5.59,95.51,7.79,119.68,9.81,92.29,12.86,23.06,9.93,88,43,1025.6,1021.8,100,0,39,0,0,0,100,0,10.5,2.31,15.55,2.16,18.58,2.1,21.24,4.32,FALSE
2240,2016,7,18,0,0,23.1,66.71,1018.82,0,0,0.89,2.96,0,0,871.66,7781.27,5.65,203.07,6.9,230.97,6.77,135.78,7.83,28.77,17.65,86,46,1019.7,1017.5,8.7,0,29,0,0,0,0,0,13.68,0.51,18.36,0.36,14.4,1.94,18.36,1.8,FALSE
2242,2016,7,20,0,0,26.23,60.21,1013.37,0,0,7.04,0,7.04,0,868.46,7815.09,9.08,119.35,14.08,118.85,9.04,163.95,11.28,33.1,18.46,83,37,1016,1010.5,100,0,0,0,100,0,0,0,11.98,4.9,26.66,4.1,18.71,3.55,19.08,3.96,TRUE
2244,2016,7,22,0,0,21.58,79.17,1013.02,14.6,0,86.08,62.04,85.25,44.04,132.27,2808.84,9,182.61,11.93,188.75,8.02,176.88,9.31,25.4,18.78,94,62,1014.6,1011.2,100,9.9,100,2,100,0,100,0,18.92,3.62,23.07,3.6,19.17,2.81,16.56,3.96,TRUE
2246,2016,7,24,0,0,20.66,76.04,1016.75,0,0,38.58,0,0,38.58,557.83,6194.4,6.56,309.74,9.26,312.5,7.62,270.86,8.08,24.55,17.13,90,60,1017.6,1014.6,100,0,0,0,0,0,100,0,12.78,2.41,16.07,2.74,12.56,1.44,13.68,3.96,TRUE
2248,2016,7,26,0,0,21.64,74.83,1017.06,2.5,0,54.67,1.88,28.12,49.92,281.09,4545.23,3.39,222.7,5.21,219.11,5.8,211.33,4.3,27.01,17.68,94,49,1017.8,1016.4,100,1,14,0,72,0,100,1,7.41,0,17.52,0,10.44,2.16,7.92,0.36,TRUE
2254,2016,8,1,0,0,18.65,71.21,1017.58,0.1,0,57.7,13,0.42,56.83,449.45,6581.55,4.85,237.7,6.12,252.96,9.9,274.92,8.7,23.48,13.84,96,45,1018.7,1016.6,100,0,39,0,10,0,100,0,8.4,0.8,14.06,1.8,21.57,2.97,17.28,3.24,FALSE
2256,2016,8,3,0,0,22.37,59.17,1014.08,0,0,12.01,10.92,9.92,1.71,831.12,7237.48,9.02,218.18,9.77,249.36,24.22,263.49,16.23,27.42,16.63,77,37,1016.6,1012.2,74,0,63,0,74,0,10,0,19.83,1.8,21.27,0.36,31.28,14.76,25.2,10.08,TRUE
2258,2016,8,5,0,0,16.48,80.96,1016.67,26.5,0,68.96,39.88,50.25,63.71,313.12,2896.95,13.65,276.48,17.46,281.68,23.36,307.07,17.93,18.55,14.77,95,66,1022.1,1012.1,100,0,100,0,100,0,100,0,21.44,6.13,27.94,9.59,39.86,9,30.6,9.72,FALSE
2260,2016,8,7,0,0,19.79,65.46,1025.05,0,0,2,2.17,0,1.67,922.16,7137.8,4.32,82.36,5.45,77.42,9.74,64.5,8.25,25.59,13.5,84,49,1026.7,1022.8,10,0,21,0,0,0,10,0,7.42,1.08,9.42,1.61,20.06,4.68,15.12,2.52,FALSE
2262,2016,8,9,0,0,17.78,71,1018.53,1.6,0,99.46,62.29,91.67,81.62,0,3740.67,12.51,304.78,15.3,320.11,13.26,287.64,15.3,20.32,14.96,79,59,1019.7,1017.6,100,87,100,0,100,0,100,0,28.82,3.26,34.62,2.6,25.46,0,30.6,5.04,TRUE
2266,2016,8,13,0,0,21.87,62.92,1022.15,0,0,0.95,3.17,0,0,910.11,6901.06,4.91,155.31,7.37,164.46,6.77,169.3,8.86,27.91,15.32,86,42,1023.7,1020.7,8.7,0,29,0,0,0,0,0,9.23,0,16.09,0.72,14.12,1.08,14.76,2.88,FALSE
2268,2016,8,15,0,0,23.47,64.04,1017.77,0,0,0.83,0,0,0.83,905.8,6664.32,3.33,131.6,4.37,143.44,3.67,141.11,5.53,28.52,17.8,88,42,1019.5,1015.9,10,0,0,0,0,0,10,0,8.59,0,14.34,0.72,10.5,0.72,14.04,1.44,FALSE
2274,2016,8,21,0,0,17.47,62.08,1019.89,0,0,48.08,0,0,48.08,628.73,6145.45,13.72,248.15,17.57,266.99,28.95,277.85,21.31,21.45,13.93,87,40,1023.9,1017.7,100,0,0,0,0,0,100,0,23.14,4.61,24.58,5.62,38.88,21.75,29.88,12.24,FALSE
2278,2016,8,25,0,0,24.12,66,1016.05,0,0,0,0,0,0,766.83,6372.4,7.48,155.1,12.3,157.68,10.44,203.7,10.75,32.12,15.92,88,40,1018.2,1013.8,0,0,0,0,0,0,0,0,13.61,1.3,26.87,0.72,24.69,1.8,31.68,2.52,FALSE
2280,2016,8,27,0,0,27.08,58.38,1015.72,0,0,0,0,0,0,760.35,6192.62,6.34,128.55,8.97,128.67,12.4,125.84,9.08,32.85,21.41,76,36,1016.5,1014.6,0,0,0,0,0,0,0,0,11.87,3.76,16.99,2.97,20.12,3.1,16.56,2.52,FALSE
2282,2016,8,29,0,0,22.24,59.71,1017.42,1.1,0,49.59,31.83,36.58,35.25,367.22,5261.68,11.6,266.39,14.59,281.69,17.72,269.21,17.11,25.16,19.5,77,43,1019.6,1015.6,100,0,100,0,100,0,100,0,19.64,5.48,23.32,4.61,27.77,11.89,26.28,8.28,FALSE
2284,2016,8,31,0,0,20.95,67.33,1018.68,0,0,1.67,0,0,1.67,728.06,5945.2,4.65,214.59,5.94,239.44,11.64,213.56,8.91,28.06,13.66,92,42,1019.7,1017.5,10,0,0,0,0,0,10,0,9.11,1.02,11.62,0.36,33.93,2.9,14.04,1.8,FALSE
2290,2016,9,6,0,0,18.28,66.04,1023.34,0,0,20.07,0.5,0,19.92,582.99,5327.54,7.22,117.1,8.52,119.56,14.69,64.84,13.69,24.03,13.61,78,50,1024.5,1021.9,100,0,12,0,0,0,100,0,14.59,1.94,23.73,1.08,36,6.03,28.44,1.08,FALSE
2292,2016,9,8,0,0,21.89,62.75,1014,0,0,0.69,2.29,0,0,780.51,5642.6,7.25,183.35,8.72,193.82,18.76,259.82,12.27,28.76,15.98,88,38,1015,1012.6,6.6,0,22,0,0,0,0,0,12.66,0.72,20.57,0,43.14,8.64,18.72,4.32,FALSE
2294,2016,9,10,0,0,22.52,64.46,1015.65,0,0,2.17,3.08,0,1.25,754.43,5434.34,2.83,129.49,3.6,128.77,7.3,130.02,5.47,27.48,17.52,84,45,1016.5,1014.6,10,0,17,0,0,0,10,0,6.57,0.51,8.4,0,20.43,0,13.68,1.8,FALSE
2296,2016,9,12,0,0,22.95,64.58,1016.34,0,0,55.27,47.08,54.33,0,359.98,4830.03,7.71,160.67,12.5,161.41,10.63,196.79,11.26,29.59,16.24,84,41,1017.5,1015.1,100,4.5,100,0,100,0,0,0,10.59,1.44,21.49,1.02,18.12,5.96,19.44,4.68,FALSE
2298,2016,9,14,0,0,22.51,63.58,1011.05,0,0,0.51,1.71,0,0,816.33,5293.72,7.32,113.5,10.44,123.98,21.4,144.31,12.54,28.78,17.43,86,42,1012.5,1009,4.2,0,14,0,0,0,0,0,12.64,2.28,21.9,2.16,48.81,7.1,24.48,2.52,TRUE
2300,2016,9,16,0,0,18.17,64.21,1014.76,1.1,0,90.26,17.67,58.92,71.67,100.72,3552.88,7.11,194.12,9.16,202.28,15.2,270.06,11.38,21.43,16.27,85,43,1016.4,1013,100,1.2,100,0,100,0,100,0,22.26,1.53,25.07,1.94,38.4,4.38,26.28,3.24,TRUE
2302,2016,9,18,0,0,13.77,89.21,1013.62,31.5,0,100,66.08,88.25,100,0,946.96,11.52,264.43,15.2,269.83,19.51,210.8,15.76,15.72,12.38,93,84,1016,1011.6,100,100,100,0,100,0,100,100,19.48,4.68,26.72,5.9,38.51,7.29,24.84,9,TRUE
2304,2016,9,20,0,0,15.23,72.62,1016.76,0,0,90.92,23.04,89.67,19.12,1.91,3953.38,5.14,130.4,7.36,129.41,10.37,56.95,8.11,18.98,10.75,90,57,1018.6,1015.3,100,33,100,0,100,33,100,0,10.63,2.19,20.66,3.32,27.06,5.48,16.92,2.16,FALSE
2306,2016,9,22,0,0,15.12,62.12,1020.52,0,0,8.1,11.88,6.96,0,655.86,4978.66,5.95,90.45,9.87,81.45,6.52,90.19,10.5,21.1,8.17,81,44,1021.7,1019.2,100,0,100,0,100,0,0,0,10.46,1.08,18.58,2.9,14.06,0.72,21.6,2.16,FALSE
2308,2016,9,24,0,0,16.99,66.12,1023.99,0,0,0.1,0.33,0,0,724.67,4859.4,10.28,116.03,14.95,119.75,16.47,115.61,12.75,23.34,11.62,83,42,1026.4,1021.3,1.2,0,4,0,0,0,0,0,16.39,2.52,23.57,3.1,24.54,8.67,21.6,1.08,FALSE
2310,2016,9,26,0,0,16.49,75.12,1022.33,0.1,0,35.79,9.96,6.58,35.46,426.57,4085.1,12.64,309.3,16.88,319.39,11.44,203.36,14.89,20.8,13.1,95,60,1024,1020.7,100,0,23,0,53,0,100,0,19.65,2.41,23.19,3.22,19.08,4.45,23.76,7.56,FALSE
2312,2016,9,28,0,0,17.41,65.29,1029.31,0,0,11.6,37.04,2.17,0.71,584.14,4572.82,6.82,204.31,8.8,202.13,12.43,221.78,10.71,23.79,12.02,86,41,1031.1,1028.2,40,0,100,0,40,0,5,0,16.24,1.53,17.21,1.61,22.31,0.72,20.16,2.52,FALSE
2318,2016,10,4,0,0,12.03,66.08,1028.04,0,0,0.29,0,0,0.29,632.22,4272,11.23,95.5,15.84,92.29,28.23,81.46,20.13,18.12,6,88,44,1029.6,1026.5,4,0,0,0,0,0,4,0,21.25,4.35,23.42,6.92,57.02,7.59,27.36,10.08,FALSE
2320,2016,10,6,0,0,8.23,68.25,1019.38,0,0,21.44,15.92,8.04,15.04,461.49,4193.68,8.78,160.67,10.65,147.17,44.51,86.06,20.33,16.39,0.77,93,45,1023.4,1014.6,100,0,100,0,47,0,100,0,18.18,3.1,20.67,1.53,65.16,20.72,25.56,11.52,FALSE
2324,2016,10,10,0,0,9.03,69.29,1023.98,0,0,67.58,0,46.5,39.5,256.57,3859.04,5.1,101.04,6.95,105.3,15.53,69.75,10.76,13.24,4.69,91,45,1027.1,1020,100,2,0,0,100,0,100,0,9.45,0.36,13.18,0.72,27.48,6.49,14.76,2.52,TRUE
2328,2016,10,14,0,0,12.2,76.33,1007.17,5.4,0,79.17,81.17,79.12,38.5,198.74,1996.27,14.08,128.49,18.68,147.08,18.37,174.76,15.49,16.96,8.86,89,61,1010.5,1003.6,100,0.6,100,2,100,0,100,0,21.98,2.97,29.59,0.72,34.37,6.64,34.2,0.72,FALSE
2332,2016,10,18,0,0,13.29,79.21,1025.15,2.1,0,83.67,41.54,43.17,56.04,181.28,2543.62,8.24,235.65,11.18,254.69,19.71,276.3,13.63,16.02,11.67,93,60,1026.9,1023.8,100,10,100,0,100,0,100,0,15.91,2.16,17.73,1.14,41.5,9.35,23.4,3.24,TRUE
2334,2016,10,20,0,0,9.61,72.17,1018.58,1.4,0,74.42,0.17,0.42,74.42,330.63,2532.05,16.09,260.2,21.21,262.38,30.97,282.69,22.15,12.36,6.94,84,59,1020.3,1016.5,100,0,3,0,10,0,100,0,21.65,11.97,23.57,18.29,42.29,26.08,27.72,19.08,TRUE
2336,2016,10,22,0,0,8.13,67.58,1017.4,0,0,40.5,0.08,27.75,15.25,320.05,3383.78,4.26,216.99,6.42,221.74,8.64,255.65,7.35,12.79,4.36,83,49,1019.9,1014.3,100,0,2,0,100,0,100,0,8.35,1.44,12.62,2.04,16.04,1.14,14.04,2.88,TRUE
2338,2016,10,24,0,0,14.11,73.25,1014.89,1.5,0,81.79,62.17,25.29,80.33,181.18,1819.16,15.4,131.67,24.5,141.47,35.44,225.74,24.52,20.66,6.93,96,53,1017.1,1012.6,100,18,100,14,100,0,100,0,24.68,5.35,31.18,12.41,50.98,16.52,37.08,11.52,TRUE
2340,2016,10,26,0,0,12.33,86.5,1029.01,0,0,62.12,5.29,28.29,52.88,160.91,2333.58,5.92,317.05,8.49,300.63,4.51,218.89,7.68,15.71,9.34,97,68,1032.2,1026.2,100,0,73,0,100,0,100,0,11.3,0.72,23.04,0,9.96,0,22.32,1.8,FALSE
2342,2016,10,28,0,0,10.46,74.58,1036.7,0,0,15.76,7.79,15.54,0,527.3,3122.12,4.92,220.29,8.78,222.9,9.01,161.53,9.81,15.52,6.34,93,52,1038.7,1035,44,0,36,0,44,0,0,0,10.23,1.48,14.57,0.51,16.26,5.15,15.48,1.8,FALSE
2344,2016,10,30,0,0,9.13,80.42,1030.51,0,0,18.62,3.62,0,18.33,432.41,2963.7,4.09,202.27,5.55,212.34,26.43,77.63,15.57,14.84,4.79,95,62,1032.8,1027.8,100,0,14,0,0,0,100,0,8.89,1.14,10.85,0,42.86,15.81,25.92,1.44,FALSE
